City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
465,Jati,PK,24.3539,68.2671,67.41,18,0,11.68,clear sky
466,Rawson,AR,-43.3002,-65.1023,75.29,38,100,10.8,overcast clouds
467,Elizabeth City,US,36.2946,-76.2511,51.8,82,20,6.91,few clouds
468,Avera,US,33.194,-82.5271,65.08,75,91,3.51,overcast clouds
469,Kelowna,CA,49.8831,-119.4857,25.65,57,75,1.99,broken clouds
470,Tazovskiy,RU,67.4667,78.7,-13.58,98,98,8.9,overcast clouds
471,Kilifi,KE,-3.6305,39.8499,80.98,91,99,5.99,overcast clouds
472,Sioux Lookout,CA,50.1001,-91.917,-9.02,64,100,12.66,overcast clouds
473,Lahat,ID,-3.8,103.5333,72.18,98,97,1.39,overcast clouds
474,Ranavav,IN,21.6842,69.7408,69.84,84,4,10.71,clear sky
475,Carutapera,BR,-1.195,-46.02,76.12,90,100,8.28,overcast clouds
476,Yerbogachen,RU,61.2767,108.0108,-5.03,99,98,3.58,overcast clouds
477,Kandrian,PG,-6.2167,149.55,78.39,84,100,16.6,overcast clouds
478,Pemba,MZ,-12.974,40.5178,79.5,89,20,5.75,few clouds
479,Missoula,US,47.0166,-113.8009,5.16,58,99,2.91,overcast clouds
480,Puerto Suarez,BO,-18.95,-57.8,80.1,83,88,4.03,overcast clouds
481,Lexington Park,US,38.2668,-76.4538,46.36,86,75,0.0,broken clouds
482,Almeria,ES,37.1667,-2.3333,55.13,35,1,5.79,clear sky
483,Omsukchan,RU,62.5333,155.8,-14.03,100,100,6.02,overcast clouds
484,Nsawam,GH,5.8089,-0.3503,82.45,77,1,6.15,clear sky
485,Kvitok,RU,56.0724,98.4813,-3.84,99,95,2.21,overcast clouds
486,Maumere,ID,-8.6199,122.2111,78.55,82,66,1.12,broken clouds
487,Yueyang,CN,29.3333,113.0919,35.47,89,96,4.25,overcast clouds
488,Farnham,GB,51.2143,-0.7959,49.46,78,100,8.05,overcast clouds
489,Hargeysa,SO,9.56,44.065,59.7,91,98,11.05,overcast clouds
490,Coari,BR,-4.085,-63.1414,78.64,92,85,1.61,overcast clouds
491,Lucapa,AO,-8.4192,20.7447,65.89,96,100,3.24,overcast clouds
492,Mournies,GR,35.4764,24.0092,52.83,76,40,8.05,scattered clouds
493,Izumo,JP,35.3667,132.7667,40.95,70,75,6.91,broken clouds
494,Mezen,RU,65.8522,44.24,8.92,97,98,4.12,overcast clouds
495,Bongandanga,CD,1.5,21.05,78.48,31,96,0.69,overcast clouds
496,Marrakesh,MA,31.6315,-8.0083,62.67,31,69,2.3,broken clouds
497,Vrani,RO,45.0383,21.4925,36.99,86,100,4.61,overcast clouds
498,Bolu,TR,40.6667,31.5833,37.38,97,100,7.45,overcast clouds
499,Lircay,PE,-12.9896,-74.7205,57.74,69,98,4.92,overcast clouds
500,Nisia Floresta,BR,-6.0911,-35.2086,83.21,74,49,9.55,scattered clouds
501,Kudahuvadhoo,MV,2.6708,72.8944,80.85,73,2,6.6,clear sky
502,Qaqortoq,GL,60.7167,-46.0333,3.7,69,56,7.52,broken clouds
503,Ginda,IN,30.6945,78.4932,41.05,80,100,5.5,overcast clouds
504,Sartell,US,45.6216,-94.2069,3.43,58,0,3.0,clear sky
505,Bathsheba,BB,13.2167,-59.5167,79.41,73,20,16.11,few clouds
506,Asau,RO,46.4333,26.4,22.12,89,88,6.15,overcast clouds
507,San Lorenzo,PY,-25.3333,-57.5333,97.74,28,20,8.99,few clouds
508,Atambua,ID,-9.1061,124.8925,73.35,88,94,2.06,moderate rain
509,South Venice,US,27.0531,-82.4243,79.11,69,0,9.22,haze
510,Mackay,AU,-21.15,149.2,84.69,79,40,5.75,scattered clouds
511,Pedro Ii,BR,-4.4247,-41.4586,72.41,68,93,2.57,overcast clouds
512,Bage,BR,-31.3314,-54.1069,91.18,40,0,6.91,clear sky
513,Hofn,IS,64.2539,-15.2082,29.59,56,100,4.72,overcast clouds
514,Denton,US,33.2001,-97.1336,39.31,87,100,4.0,light rain
515,La Romana,DO,18.4273,-68.9728,82.76,69,40,6.91,scattered clouds
516,Abha,SA,18.2164,42.5053,53.42,54,0,0.0,clear sky
517,Tessalit,ML,20.1986,1.0114,63.05,12,0,10.54,clear sky
518,Fonte Boa,BR,-2.4959,-66.2662,76.51,95,100,2.06,overcast clouds
519,Lavumisa,SZ,-27.31,31.892,74.52,97,3,3.62,clear sky
520,Hualmay,PE,-11.0964,-77.6139,74.75,70,4,13.62,clear sky
521,Chapleau,CA,47.8405,-83.4034,8.69,56,75,4.61,broken clouds
522,Abu Samrah,SY,35.3029,37.1841,48.63,56,93,10.89,overcast clouds
523,Kamiiso,JP,41.8167,140.65,25.18,93,75,3.44,broken clouds
524,Kursumlija,RS,43.1458,21.2686,35.62,97,98,6.35,overcast clouds
525,Grass Valley,US,39.2191,-121.0611,55.58,23,0,3.0,clear sky
526,Gemena,CD,3.25,19.7667,79.88,29,100,1.74,overcast clouds
527,Haldibari,IN,26.3333,88.7667,58.5,62,3,6.26,clear sky
528,Along,IN,28.1667,94.7667,47.3,91,33,1.9,scattered clouds
529,Ordzhonikidze,KZ,52.4411,61.7408,17.78,92,100,8.28,overcast clouds
530,Kamenka,RU,51.3223,42.7678,31.75,99,100,6.17,light snow
531,Pangody,RU,65.85,74.4859,-4.58,92,96,13.73,overcast clouds
532,Picui,BR,-6.5106,-36.3469,79.5,62,35,17.9,scattered clouds
533,Agua Verde,MX,22.9,-106.05,75.29,55,1,8.52,clear sky
534,Mayo,US,38.8876,-76.5119,49.55,76,0,3.44,clear sky
535,Kota Belud,MY,6.351,116.4305,72.75,80,63,5.86,broken clouds
536,Doha,QA,25.2867,51.5333,60.78,72,0,9.22,clear sky
537,Seoul,KR,37.5683,126.9778,22.44,85,0,1.14,clear sky
538,Ventspils,LV,57.3894,21.5606,28.33,69,100,10.36,overcast clouds
539,Dukat,RU,62.55,155.55,-16.6,100,100,5.57,overcast clouds
540,Ostersund,SE,63.1792,14.6357,9.61,92,100,2.3,overcast clouds
541,Fairbanks,US,64.8378,-147.7164,-4.4,76,20,0.0,few clouds
542,Nauta,PE,-4.5061,-73.5757,82.35,67,100,1.34,overcast clouds
543,Banda Aceh,ID,5.5577,95.3222,76.89,86,39,6.06,scattered clouds
544,Sao Filipe,CV,14.8961,-24.4956,75.78,65,3,17.96,clear sky
545,Jalingo,NG,8.8833,11.3667,75.36,19,5,3.98,clear sky
546,Henties Bay,NA,-22.116,14.2845,68.86,81,78,5.23,broken clouds
547,Caraquet,CA,47.7941,-64.9386,32.58,90,100,12.64,overcast clouds
548,Kabinda,CD,-6.1333,24.4833,66.11,95,100,1.72,overcast clouds
549,Itoman,JP,26.1247,127.6694,68.4,96,75,20.71,broken clouds
550,Ucluelet,CA,48.9329,-125.5528,42.1,89,100,1.01,overcast clouds
551,Puerto Escondido,MX,15.85,-97.0667,83.23,74,20,8.05,few clouds
552,Batemans Bay,AU,-35.7167,150.1833,65.98,56,12,8.28,few clouds
553,Kaeo,NZ,-35.1,173.7833,74.32,84,100,11.61,overcast clouds
554,Westerland,DE,54.9079,8.3033,42.82,93,40,14.97,scattered clouds
555,Kidal,ML,18.4411,1.4078,66.09,11,0,10.63,clear sky
556,Staryy Nadym,RU,65.6118,72.6842,2.89,96,100,15.35,light snow
557,La Ronge,CA,55.1001,-105.2842,-10.95,40,0,2.3,clear sky
558,Vagur,FO,61.4732,-6.8119,43.27,73,100,14.74,overcast clouds
559,Jumla,NP,29.2747,82.1838,36.41,92,87,4.32,overcast clouds
560,Iqaluit,CA,63.7506,-68.5145,8.33,84,100,8.99,light snow
561,North Myrtle Beach,US,33.816,-78.68,64.69,79,100,8.05,overcast clouds
562,Teya,RU,60.3778,92.6267,13.15,95,100,5.12,overcast clouds
563,Coahuayana,MX,18.7333,-103.6833,85.48,37,0,6.98,clear sky
564,Osmena,PH,10.5208,119.9258,79.5,83,89,17.0,overcast clouds
565,Sinnamary,GF,5.3833,-52.95,78.49,82,59,12.77,light rain
566,Shimoda,JP,34.6667,138.95,40.1,63,35,22.77,scattered clouds
567,Takhatgarh,IN,25.3333,73.0,64.85,59,2,11.36,clear sky
568,Sokoto,NG,13.0609,5.239,68.18,9,35,9.51,scattered clouds
569,Cortez,US,37.3489,-108.5859,33.51,39,40,11.5,scattered clouds
570,Chara,RU,56.9064,118.2631,-24.41,86,45,1.05,scattered clouds
571,Usinsk,RU,65.9939,57.5281,15.37,96,100,8.32,light snow
572,Santa Cruz Del Sur,CU,20.7147,-77.9956,82.33,56,42,15.03,scattered clouds
573,Ivanteyevka,RU,55.9711,37.9208,23.54,99,99,3.85,light snow
574,Kasongo,CD,-4.45,26.6667,67.35,96,100,2.39,overcast clouds
575,Dakar,SN,14.6937,-17.4441,79.68,53,72,6.91,broken clouds
576,Vaitape,PF,-16.5167,-151.75,81.03,72,20,20.04,few clouds
577,Berlevag,NO,70.8578,29.0864,19.2,65,100,11.77,light snow
578,Shihezi,CN,44.3,86.0333,3.31,93,99,3.38,overcast clouds
579,Ouadda,CF,8.0777,22.4007,75.47,21,89,5.77,overcast clouds
580,Geraldton,AU,-28.7667,114.6,84.61,18,0,20.71,clear sky
581,Ushirombo,TZ,-3.4919,31.9639,63.14,96,70,1.1,light rain
582,Saint-Francois,FR,46.4154,3.9054,43.41,99,100,1.14,overcast clouds
583,Montanha,BR,-18.1269,-40.3633,76.1,89,99,7.67,light rain
584,Maragogi,BR,-9.0122,-35.2225,80.35,76,19,10.11,few clouds
585,Kahta,TR,37.7855,38.6237,42.17,91,100,5.57,overcast clouds
586,Lae,PG,-6.7221,146.9847,77.67,80,100,7.25,overcast clouds
587,Almaznyy,RU,48.0448,40.045,42.94,99,100,14.76,moderate rain
588,Grand Island,US,40.925,-98.342,15.75,31,0,7.0,clear sky
589,Verkh-Usugli,RU,52.7,115.1667,-18.98,96,15,3.09,few clouds
590,Yulara,AU,-25.2406,130.9889,66.04,55,100,12.66,overcast clouds
591,Makubetsu,JP,45.3714,141.8211,20.43,80,100,7.34,overcast clouds
592,San Patricio,US,28.017,-97.5169,79.48,70,94,14.38,overcast clouds
593,Rio Gallegos,AR,-51.6226,-69.2181,60.85,59,75,13.8,broken clouds
594,Warri,NG,5.5167,5.75,78.93,74,4,5.46,clear sky
595,Richards Bay,ZA,-28.783,32.0377,77.34,82,6,15.05,clear sky
596,Pontes E Lacerda,BR,-15.2261,-59.3353,78.57,89,76,3.4,broken clouds
597,Anchovy,JM,18.4103,-77.9317,78.03,74,40,12.66,scattered clouds
598,Celestun,MX,20.8667,-90.4,81.5,64,0,10.58,clear sky
599,Aqtobe,KZ,50.2797,57.2072,21.29,79,100,11.18,overcast clouds
600,Waddan,LY,29.1614,16.139,48.04,58,20,11.07,few clouds
601,Edgewater,US,28.9889,-80.9023,76.12,56,20,11.5,few clouds
602,Merrill,US,45.1805,-89.6835,13.77,45,0,9.22,clear sky
603,Camabatela,AO,-8.1881,15.375,61.27,97,72,3.94,broken clouds
604,Huarmey,PE,-10.0681,-78.1522,75.13,71,59,12.8,broken clouds
605,Nuuk,GL,64.1835,-51.7216,11.01,52,75,9.22,broken clouds
606,Victor Harbor,AU,-35.5667,138.6167,64.0,69,98,1.99,overcast clouds
607,Uribia,CO,11.7139,-72.266,87.76,46,2,19.42,clear sky
608,Boaco,NI,12.4722,-85.6586,87.64,42,4,17.67,clear sky
609,Nieuw Amsterdam,SR,5.8833,-55.0833,82.42,79,20,6.91,few clouds
610,Camacha,PT,33.0833,-16.3333,63.54,94,40,8.05,scattered clouds
611,Lerwick,GB,60.1545,-1.1494,46.4,88,100,9.73,overcast clouds
612,Dalvik,IS,65.9702,-18.5286,17.53,86,98,4.94,overcast clouds
613,Fallon,US,39.4735,-118.7774,40.91,30,20,11.5,few clouds
614,Qarqin,AF,37.4185,66.0436,44.65,78,7,3.42,clear sky
615,Dingzhou,CN,38.5131,114.9956,17.71,47,0,3.49,clear sky
616,Praia,CV,14.9215,-23.5087,72.14,68,3,20.71,clear sky
617,Karpogory,RU,64.0019,44.4451,14.81,98,100,2.73,overcast clouds
618,Tecolutla,MX,20.4833,-97.0167,87.66,82,25,11.43,scattered clouds
619,Golaesti,RO,47.2333,27.7,32.47,75,0,1.99,clear sky
620,Kemijarvi,FI,66.7131,27.4306,10.98,96,100,3.78,overcast clouds
621,Hare Bay,CA,48.8499,-54.0148,25.95,65,70,11.34,broken clouds
622,Newport,GB,51.5877,-2.9984,49.24,86,100,7.67,overcast clouds
623,Holden,US,42.3518,-71.8634,40.39,84,100,4.16,overcast clouds
624,Homer,US,59.6425,-151.5483,33.76,81,0,4.61,clear sky
625,Sribne,UA,50.6638,32.9187,29.8,91,100,5.7,overcast clouds
626,Khonsa,IN,27.0167,95.5667,47.97,88,100,3.96,overcast clouds
627,Martapura,ID,-3.4167,114.85,75.29,94,40,4.61,heavy intensity rain
628,Bentiu,SS,9.2333,29.8333,78.04,23,100,4.07,overcast clouds
629,Sao Jose De Ribamar,BR,-2.5619,-44.0542,82.78,76,100,14.72,overcast clouds
630,Pacifica,US,37.6138,-122.4869,64.78,28,0,15.99,clear sky
631,Pajacuaran,MX,20.1167,-102.5667,78.94,21,0,8.9,clear sky
632,Cap-Aux-Meules,CA,47.3821,-61.8597,28.42,80,75,11.5,broken clouds
633,Porto Novo,BJ,6.4965,2.6036,77.07,75,1,5.86,clear sky
634,Adrar,MR,20.5022,-10.0711,70.34,20,81,10.2,broken clouds
635,Ciudad Bolivar,VE,8.1222,-63.5497,89.04,41,97,12.08,overcast clouds
636,Plymouth,US,41.8334,-70.8328,42.3,95,100,0.0,fog
637,Poso,ID,-1.3959,120.7524,76.37,70,100,3.53,overcast clouds
638,Manyana,BW,-23.4,21.7167,72.91,71,86,7.16,light rain
639,Nemuro,JP,43.3236,145.575,22.8,72,54,8.23,broken clouds
640,Saravan,AM,39.7196,45.6483,21.85,70,75,6.2,broken clouds
641,Liepaja,LV,56.5419,21.0367,26.65,80,0,0.0,clear sky
642,Ibotirama,BR,-12.1853,-43.2206,78.3,65,82,0.96,broken clouds
643,Guaymas,MX,27.9333,-110.9,68.45,56,40,16.11,scattered clouds
644,Northam,GB,51.0333,-4.2167,48.02,91,100,9.04,overcast clouds
645,Chumikan,RU,54.7183,135.315,-12.48,86,78,12.86,broken clouds
646,Saint George,US,37.1041,-113.5841,43.63,18,0,8.99,clear sky
647,Nehe,CN,48.4833,124.8333,-16.04,95,95,2.1,overcast clouds
648,Malchin,DE,53.7333,12.7833,40.03,89,73,10.09,broken clouds
649,Otaru,JP,43.1894,141.0022,20.03,75,100,15.55,light snow
650,Saint-Malo,FR,48.5,-1.8333,45.86,89,100,3.42,overcast clouds
651,Phanom Sarakham,TH,13.7479,101.3553,80.96,84,4,0.92,clear sky
652,New Castle,US,41.0037,-80.347,45.73,90,100,0.0,moderate rain
653,Svetlaya,RU,46.5389,138.3297,5.13,76,15,9.53,few clouds
654,Nagaur,IN,27.2,73.7333,63.1,45,1,10.69,clear sky
655,Kurilsk,RU,45.2333,147.8833,22.46,71,99,18.45,overcast clouds
656,Bontang,ID,0.1333,117.5,77.04,83,100,6.96,overcast clouds
657,New Port Richey,US,28.2442,-82.7193,81.01,54,75,5.99,broken clouds
658,Parabel,RU,58.6978,81.4825,12.52,93,95,8.46,overcast clouds
659,Keetmanshoop,NA,-26.5833,18.1333,71.67,59,18,13.33,few clouds
660,Isangel,VU,-19.55,169.2667,86.11,84,75,3.44,broken clouds
661,Buala,SB,-8.145,159.5921,81.79,79,100,7.63,light rain
662,Tilichiki,RU,60.4667,166.1,1.54,82,100,10.92,overcast clouds
663,Padre Paraiso,BR,-17.0742,-41.4844,69.44,97,100,2.68,moderate rain
664,Bela,IN,25.9333,81.9833,53.44,62,0,8.23,clear sky
665,Maua,BR,-23.6678,-46.4614,70.07,94,100,3.85,heavy intensity rain
666,Ilheus,BR,-14.7889,-39.0494,84.02,74,0,6.91,clear sky
667,Dirba,IN,30.0667,75.9833,54.3,76,75,13.29,broken clouds
668,Qasigiannguit,GL,68.8193,-51.1922,-0.15,66,57,12.1,broken clouds
669,Standerton,ZA,-26.9337,29.2415,67.6,66,0,2.19,clear sky
670,Ust-Ilimsk,RU,58.0006,102.6619,-9.94,100,94,3.53,overcast clouds
671,Itupiranga,BR,-5.1347,-49.3267,75.52,94,22,2.66,few clouds
672,Xuanhua,CN,40.6103,115.0447,12.29,63,0,5.28,clear sky
673,Praya,CV,14.9215,-23.5087,72.14,68,3,20.71,clear sky
674,Chama,CH,47.1821,8.4636,46.26,93,100,0.0,overcast clouds
675,Hamcearca,RO,45.1167,28.3667,30.54,83,100,3.18,overcast clouds
676,Patacamaya,BO,-17.2333,-67.9167,51.78,69,93,5.21,overcast clouds
677,Kuching,MY,1.55,110.3333,77.22,94,40,1.14,scattered clouds
678,Chimbote,PE,-9.0853,-78.5783,74.59,70,52,12.75,broken clouds
679,Ino,JP,33.55,133.4333,40.53,73,100,4.54,overcast clouds
680,Arlit,NE,18.7369,7.3853,64.27,17,0,15.26,clear sky
681,Atar,MR,20.5169,-13.0499,75.31,19,0,9.1,clear sky
682,Alice Springs,AU,-23.7,133.8833,65.75,88,100,11.5,overcast clouds
683,Dzhida,RU,50.6772,106.1806,-13.79,99,75,3.47,broken clouds
684,Sabang,ID,5.8933,95.3214,80.65,78,48,8.23,scattered clouds
685,Nakhon Si Thammarat,TH,8.25,100.0,79.05,95,14,1.97,few clouds
686,Santa Isabel,BR,-23.3156,-46.2214,73.65,99,100,4.21,light rain
687,Humberto De Campos,BR,-2.5983,-43.4611,77.67,79,95,6.62,overcast clouds
688,Salalah,OM,17.0151,54.0924,78.89,21,0,10.36,clear sky
689,Bulgan,MN,48.8125,103.5347,-6.25,86,8,4.5,clear sky
690,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,76.35,85,41,3.87,scattered clouds
691,Torrevieja,ES,37.9787,-0.6822,62.04,56,0,9.13,clear sky
692,Necochea,AR,-38.5473,-58.7368,84.02,49,100,11.23,light rain
693,Carbonia,IT,39.1672,8.5222,52.99,80,60,10.92,broken clouds
694,Nanchang,CN,28.6833,115.8833,37.99,91,99,7.38,overcast clouds
695,Pontal Do Parana,BR,-25.6533,-48.5128,83.41,86,8,7.14,clear sky
696,Jining,CN,35.405,116.5814,30.02,49,76,4.54,broken clouds
697,Vyshkov,RU,52.4764,31.6873,28.29,96,100,11.16,overcast clouds
698,Manadhoo,MV,5.7667,73.3833,81.27,71,12,8.12,few clouds
699,Cam Ranh,VN,11.9214,109.1591,73.36,83,20,5.75,few clouds
